"Symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1474",10.4852438264328,2.62487039072903,0.747623909619689,3.51095030128756,0.000446507866941381,0.00143158840971055
"29789",90.3415315496785,-1.14359538286921,0.325766484950458,-3.510475864462,0.000447305412793342,0.00143393815574376
"119774",45.9375102823106,1.59304563239082,0.453970389988097,3.50913995168846,0.000449558280128185,0.00144095190858086
"6397",13127.3212902144,0.698395918047248,0.19903145886538,3.50897251132357,0.000449841395185774,0.00144165097511914
"101928290",89.3062428469757,1.10821665924267,0.315865265415885,3.50851068661676,0.000450623130037903,0.00144394758460411
"246175",1211.94046704286,-0.74287323250354,0.211793738536681,-3.50753160898985,0.000452284618465345,0.00144885280697061
"197370",184.19147532342,-0.81629921982658,0.23272502845058,-3.50756953500566,0.000452220151964047,0.00144885280697061
"90956",389.313860475034,0.780940822825439,0.22265864247204,3.50734565770788,0.000452600821895816,0.00144965630864045
"101929089",41.145068947045,-1.53543075253139,0.437840458943313,-3.5068270215069,0.000453483834462338,0.00145227477547196
"57496",86.7881576552411,-1.74194773259311,0.49677409447013,-3.5065188623636,0.000454009256992757,0.00145364604573969
